index,Show_ID,Date_Added,Country,Director,Duration,Listed_In,Rating,Release_Year,Title,Type,Budget,Sales,Profit,Continent,Profitable?
6956,9389,2019-12-31,United Kingdom,Michael Apted,128 min,Action & Adventure,PG-13,1999,The World Is Not Enough,Movie,1809132,4694810,2885678,Europe,Yes
7013,9390,2019-04-01,United Kingdom,Victoria Bromley,53 min,Documentaries,TV-PG,2018,The World's Most Wanted Animal,Movie,1782371,2512458,730087,Europe,Yes
4478,9391,2019-06-18,Canada,George Mendeluk,89 min,Thrillers,TV-14,2017,The Wrong Babysitter,Movie,2952456,3840502,888046,North America,Yes
3698,9392,2016-09-01,Taiwan,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-PG,2009,The Year of Happiness and Love,TV Show,3300859,1283635,-2017224,Asia,No
5591,9393,2017-03-09,Ireland,Peter Foott,83 min,"Comedies, International Movies",TV-MA,2016,The Young Offenders,Movie,2452199,3288367,836168,Europe,Yes
6288,9394,2021-05-21,Not Given,Uduak-Obong Patrick,107 min,"Dramas, International Movies",TV-MA,2020,Strain,Movie,2113553,5003080,2889527,Unknown,Yes
7102,9395,2018-08-16,Hong Kong,Sze Yu Lau,85 min,"Action & Adventure, Comedies, International Movies",TV-14,1985,The Young Vagabond,Movie,1733226,4145783,2412557,Asia,Yes
4786,9396,2017-07-18,Canada,Peter Svatek,94 min,Documentaries,TV-PG,2016,Theater of Life,Movie,2808814,2589451,-219363,North America,No
1476,9397,2018-07-01,India,Saheed Arafath,104 min,"Dramas, International Movies, Romantic Movies",TV-14,2017,Theeram,Movie,4340687,3831828,-508859,Asia,No
320,9398,2019-11-01,United States,Charlotte Zwerin,89 min,"Documentaries, Music & Musicals",PG-13,1988,"Thelonious Monk: Straight, No Chaser",Movie,5208025,4713910,-494115,North America,No
4103,9399,2016-12-16,United States,David Shisgall,86 min,Documentaries,TV-14,2016,Theo Who Lived,Movie,3125889,3846730,720841,North America,Yes
3939,9400,2019-03-01,Thailand,Not Given,1 Season,"International TV Shows, TV Horror, TV Mysteries",TV-14,2014,ThirTEEN Terrors,TV Show,3198649,2290614,-908035,Asia,No
3096,9401,2017-05-22,South Korea,Not Given,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,2015,This Is My Love,TV Show,3570112,2272122,-1297990,Asia,No
1272,9402,2017-10-14,China,Derek Hui,107 min,"Comedies, International Movies, Romantic Movies",TV-PG,2017,This Is Not What I Expected,Movie,4458498,2566829,-1891669,Asia,No
8107,9403,2015-12-15,Belgium,Wim Bonte,77 min,"Documentaries, International Movies, Music & Musicals",NR,2015,This Was Tomorrow,Movie,1097768,4893124,3795356,Europe,Yes
8091,9404,2017-03-09,India,Raam Reddy,123 min,"Dramas, Independent Movies, International Movies",TV-MA,2015,Thithi,Movie,1105323,3376877,2271554,Asia,Yes
452,9405,2021-05-21,Spain,Not Given,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",TV-MA,2021,The Neighbor,TV Show,5050832,1357484,-3693348,Europe,No
2701,9406,2018-01-15,Thailand,Bin Bunluerit,122 min,"Action & Adventure, International Movies, Sports Movies",TV-MA,2017,Thong Dee Fun Khao,Movie,3747804,3132888,-614916,Asia,No
8012,9407,2018-06-05,United States,Taika Waititi,131 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,2017,Thor: Ragnarok,Movie,1167088,4534291,3367203,North America,Yes
5624,9408,2020-04-15,United States,Sam Liu,77 min,Children & Family Movies,TV-Y7,2011,Thor: Tales of Asgard,Movie,2440273,2406966,-33307,North America,No
4295,9409,2016-11-02,United Kingdom,Benjamin Ross,125 min,"Dramas, International Movies",NR,2010,Thorne: Scaredy Cat,Movie,3036821,4914322,1877501,Europe,Yes
2063,9410,2016-11-02,United Kingdom,Stephen Hopkins,125 min,"Dramas, International Movies",NR,2010,Thorne: Sleepyhead,Movie,4033667,4914315,880648,Europe,Yes
1579,9411,2017-06-03,Hong Kong,Johnnie To,88 min,"Action & Adventure, International Movies",TV-MA,2016,Three,Movie,4290469,3302262,-988207,Asia,No
3597,9412,2019-06-20,Egypt,Mohamed Hamdy,96 min,"Comedies, Dramas, International Movies",TV-14,2010,Three-Quarters Decent,Movie,3354426,4051909,697483,Africa,Yes
951,9413,2018-02-05,United States,Jordan Ross,93 min,"Dramas, Thrillers",TV-MA,2017,Thumper,Movie,4662955,3067996,-1594959,North America,No
7012,9414,2017-03-31,United States,"William Wyler, John Sturges",42 min,"Classic Movies, Documentaries",TV-PG,1947,Thunderbolt,Movie,1783406,2677498,894092,North America,Yes
6631,9415,2018-02-09,China,Not Given,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-14,2017,Tientsin Mystic,TV Show,1965872,2234133,268261,Asia,Yes
686,9416,2021-05-20,Egypt,Mohamed Diab,99 min,"Dramas, Independent Movies, International Movies",TV-14,2009,678,Movie,4852715,5011179,158464,Africa,Yes
293,9417,2017-07-01,China,Li Jun,108 min,"Dramas, International Movies, Thrillers",TV-14,2016,Tik Tok,Movie,5243825,3904966,-1338859,Asia,No
6466,9418,2018-08-01,India,Aditya Kripalani,151 min,"Dramas, International Movies",TV-MA,2017,Tikli and Laxmi Bomb,Movie,2033662,3170205,1136543,Asia,Yes
8592,9419,2018-01-01,India,Sameer Vidwans,125 min,"Comedies, Dramas, International Movies",TV-14,2013,Time Please,Movie,575698,3992295,3416597,Asia,Yes
1137,9420,2017-09-18,Pakistan,Not Given,1 Season,"International TV Shows, TV Dramas",TV-14,2009,Timeless Season,TV Show,4543097,2342961,-2200136,Asia,No
3421,9421,2018-02-23,Pakistan,Not Given,1 Season,"Crime TV Shows, Docuseries, International TV Shows",TV-14,2014,Timeline,TV Show,3425223,5199306,1774083,Asia,Yes
2885,9422,2015-05-17,United States,Steve Loter,78 min,Children & Family Movies,G,2014,Tinker Bell and the Legend of the NeverBeast,Movie,3668802,4928545,1259743,North America,Yes
642,9423,2019-03-19,United States,Sonny Marler,97 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",TV-14,2018,Tinker',Movie,4884287,3692099,-1192188,North America,No
8581,9424,2017-09-01,Germany,Not Given,1 Season,Kids' TV,TV-Y,2014,Tip the Mouse,TV Show,588940,1036893,447953,Europe,Yes
7352,9425,2017-01-01,United States,"Edward Ellis, Flor Salcedo, Aaron Woolf",84 min,Documentaries,TV-14,2016,To Be a Miss,Movie,1591013,3847033,2256020,North America,Yes
692,9426,2019-08-01,United States,Beeban Kidron,108 min,"Comedies, Cult Movies, LGBTQ Movies",PG-13,1995,"To Wong Foo, Thanks for Everything! Julie Newmar",Movie,4851025,4705873,-145152,North America,No
4775,9427,2021-09-10,Pakistan,Not Given,1 Season,"Anime Series, Kids' TV",TV-Y7,2021,Pokémon Master Journeys: The Series,TV Show,2813576,6053985,3240409,Asia,Yes
1750,9428,2021-05-20,Egypt,Amr Salama,92 min,"Dramas, International Movies",TV-14,2011,Asmaa,Movie,4190450,5009604,819154,Africa,Yes
71,9429,2017-09-01,United Kingdom,Michael Cumming,3 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies",TV-MA,2015,Toast of London,TV Show,5606158,1950852,-3655306,Europe,No
8411,9430,2019-09-11,Canada,Not Given,2 Seasons,"Kids' TV, Korean TV Shows",TV-Y7,2018,Tobot,TV Show,801987,669466,-132521,North America,No
6568,9431,2017-10-01,United Kingdom,Kyoko Miyake,89 min,"Documentaries, International Movies, Music & Musicals",TV-14,2017,Tokyo Idols,Movie,1991660,3787173,1795513,Europe,Yes
818,9432,2019-12-15,Not Given,Phil Roman,60 min,"Children & Family Movies, Comedies",TV-Y7,2001,Tom and Jerry: The Magic Ring,Movie,4750925,2411215,-2339710,Unknown,No
4203,9433,2019-12-31,United Kingdom,Roger Spottiswoode,119 min,Action & Adventure,PG-13,1997,Tomorrow Never Dies,Movie,3081306,4703137,1621831,Europe,Yes
7327,9434,2019-03-15,United Kingdom,Not Given,1 Season,"British TV Shows, Docuseries, Science & Nature TV",TV-14,2018,Top 10 Secrets and Mysteries,TV Show,1605888,2186935,581047,Europe,Yes
5500,9435,2018-12-31,United States,Not Given,3 Seasons,Reality TV,TV-MA,2018,Top Grier,TV Show,2493602,1756707,-736895,North America,No
7961,9436,2018-03-01,India,Buddhadev Dasgupta,87 min,"Dramas, Independent Movies, International Movies",TV-14,2016,Tope: The Bait,Movie,1208423,3870826,2662403,Asia,Yes
5508,9437,2020-09-15,United States,Maria Ripoll,104 min,"Comedies, Dramas, Romantic Movies",PG-13,2001,Tortilla Soup,Movie,2490293,4687641,2197348,North America,Yes
7891,9438,2016-12-19,United States,Warren P. Sonoda,94 min,Comedies,NR,2016,Total Frat Movie,Movie,1263014,4868176,3605162,North America,Yes
8036,9439,2021-05-20,Australia,Christopher Amos,91 min,"Documentaries, International Movies, LGBTQ Movies",TV-MA,2020,Hating Peter Tatchell,Movie,1149414,5009071,3859657,Oceania,Yes
5772,9440,2017-12-27,Pakistan,Not Given,1 Season,"International TV Shows, Reality TV",TV-MA,2016,Towies,TV Show,2373537,5198396,2824859,Asia,Yes
4673,9441,2019-10-22,United States,Daniel Benmayor,94 min,Action & Adventure,PG-13,2015,Tracers,Movie,2861052,4559904,1698852,North America,Yes
8306,9442,2019-12-31,India,Madhur Bhandarkar,130 min,"Dramas, Independent Movies, International Movies",TV-MA,2007,Traffic Signal,Movie,913493,3482216,2568723,Asia,Yes
7090,9443,2018-07-25,Thailand,Sukum Maetawanitch,88 min,"Horror Movies, International Movies",TV-MA,2007,Train of the Dead,Movie,1738165,3480272,1742107,Asia,Yes
4131,9444,2017-03-18,South Korea,Sang-ho Yeon,118 min,"Action & Adventure, Horror Movies, International Movies",TV-MA,2016,Train to Busan,Movie,3111446,3268023,156577,Asia,Yes
4971,9445,2019-10-01,United Kingdom,Danny Boyle,94 min,"Comedies, Cult Movies, Dramas",R,1996,Trainspotting,Movie,2726422,4466217,1739795,Europe,Yes
2663,9446,2018-07-01,United States,Jeffrey Nachmanoff,114 min,"Dramas, Thrillers",PG-13,2008,Traitor,Movie,3766831,4641290,874459,North America,Yes
887,9447,2018-11-01,United Kingdom,Wally Pfister,119 min,"Sci-Fi & Fantasy, Thrillers",PG-13,2014,Transcendence,Movie,4704736,4578904,-125832,Europe,No
5577,9448,2019-01-01,United Kingdom,Stephen Daldry,114 min,"Dramas, Independent Movies, Thrillers",R,2014,Trash,Movie,2459089,4339083,1879994,Europe,Yes
5759,9449,2017-02-02,United States,Richard Bates Jr.,94 min,"Comedies, Dramas, Independent Movies",R,2016,Trash Fire,Movie,2380561,4273467,1892906,North America,Yes
3933,9450,2021-05-20,Not Given,Prakash Satam,47 min,"Children & Family Movies, Comedies",TV-Y7,2021,Little Singham Future mein Satakli,Movie,3201691,5002973,1801282,Unknown,Yes
8350,9451,2018-01-01,United Kingdom,Sam Hobkinson,82 min,"Documentaries, Dramas, International Movies",TV-G,2017,Treasures from the Wreck of the Unbelievable,Movie,869683,3551035,2681352,Europe,Yes
3923,9452,2016-11-01,Canada,"Jon Reiner, Brad Rothschild",82 min,Documentaries,TV-PG,2015,Tree Man,Movie,3205351,2603775,-601576,North America,No
371,9453,2020-01-01,United States,Ron Underwood,96 min,"Comedies, Cult Movies, Horror Movies",PG-13,1990,Tremors,Movie,5159325,4711165,-448160,North America,No
3190,9454,2020-01-01,United States,S.S. Wilson,100 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",PG-13,1995,Tremors 2: Aftershocks,Movie,3530981,4706141,1175160,North America,Yes
4374,9455,2020-01-01,United States,Brent Maddock,104 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",PG,2001,Tremors 3: Back to Perfection,Movie,3001541,4845734,1844193,North America,Yes
3314,9456,2020-01-01,United States,S.S. Wilson,101 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",PG-13,2004,Tremors 4: The Legend Begins,Movie,3469704,4676089,1206385,North America,Yes
2139,9457,2020-01-01,South Africa,Don Michael Paul,99 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",PG-13,2015,Tremors 5:  Bloodline,Movie,4001562,4570060,568498,Africa,Yes
7553,9458,2018-05-01,United States,Don Michael Paul,98 min,"Action & Adventure, Comedies, Horror Movies",PG-13,2018,Tremors 6: A Cold Day in Hell,Movie,1476748,4513039,3036291,North America,Yes
266,9459,2019-02-22,United Kingdom,Adam Smith,100 min,Dramas,R,2016,Trespass Against Us,Movie,5275143,4293283,-981860,Europe,No
1208,9460,2019-12-31,India,Shyam Benegal,134 min,"Comedies, Dramas, Independent Movies",TV-14,1985,"Trikal (Past, Present, Future)",Movie,4497813,4144856,-352957,Asia,No
7413,9461,2021-05-20,United States,Not Given,2 Seasons,TV Comedies,TV-MA,2021,Special,TV Show,1558899,1322048,-236851,North America,No
4394,9462,2018-03-01,India,Mukul Anand,173 min,"Action & Adventure, Dramas, International Movies",TV-PG,1995,Trimurti,Movie,2990830,2660345,-330485,Asia,No
8582,9463,2017-11-01,India,Jitender Pawar,113 min,"International Movies, Thrillers",TV-MA,2014,Trip to Bhangarh: Asia's Most Haunted Place,Movie,587044,3407911,2820867,Asia,Yes
7846,9464,2020-03-27,United States,Nicholas Zeig-Owens,91 min,"Documentaries, Music & Musicals",TV-MA,2019,Trixie Mattel: Moving Parts,Movie,1297832,2804124,1506292,North America,Yes
3996,9465,2018-02-13,United Kingdom,"Shaul Schwarz, Christina Clusiau",110 min,"Documentaries, International Movies",TV-MA,2017,Trophy,Movie,3172116,3130046,-42070,Europe,No
4167,9466,2018-12-10,Russia,Not Given,1 Season,"International TV Shows, TV Dramas",TV-MA,2017,Trotsky,TV Show,3097621,1891033,-1206588,Europe,No
2839,9467,2018-03-12,United States,Tekin Girgin,90 min,Action & Adventure,TV-MA,2017,Troy: The Odyssey,Movie,3684561,3075090,-609471,North America,No
3845,9468,2020-01-01,United States,Henry Hathaway,128 min,"Classic Movies, Dramas",G,1969,True Grit,Movie,3240410,4947186,1706776,North America,Yes
5270,9469,2018-03-01,United States,Preston A. Whitmore II,108 min,Dramas,R,2017,True to the Game,Movie,2595729,4246339,1650610,North America,Yes
7616,9470,2020-05-19,United States,Jay Roach,124 min,"Dramas, Independent Movies",R,2015,Trumbo,Movie,1437479,4307162,2869683,North America,Yes
7240,9471,2019-03-29,Canada,Eli Craig,89 min,"Comedies, Horror Movies, Independent Movies",R,2010,Tucker and Dale vs. Evil,Movie,1655097,4391952,2736855,North America,Yes
5896,9472,2021-05-20,United States,Robert Rodriguez,88 min,"Children & Family Movies, Comedies",PG,2011,Spy Kids: All the Time in the World,Movie,2315578,5009047,2693469,North America,Yes
3736,9473,2018-02-15,India,Chandrakant Kulkarni,162 min,"Dramas, Faith & Spirituality, International Movies",TV-PG,2012,Tukaram,Movie,3286064,2626938,-659126,Asia,No
4022,9474,2017-03-31,United States,"Frank Capra, John Huston, Hugh Stewart, Roy Boulting, Anthony Veiller",76 min,"Classic Movies, Documentaries",TV-14,1944,Tunisian Victory,Movie,3161091,4168773,1007682,North America,Yes
6929,9475,2019-09-12,United States,David Soren,96 min,"Children & Family Movies, Comedies",PG,2013,Turbo,Movie,1829726,4783333,2953607,North America,Yes
8144,9476,2018-07-24,United States,Kevin Smith,102 min,Horror Movies,R,2014,Tusk,Movie,1061038,4338771,3277733,North America,Yes
1863,9477,2017-12-31,Japan,Hidetaka Inazuka,53 min,"Documentaries, International Movies",TV-14,2010,Twice,Movie,4135808,4041318,-94490,Asia,No
6724,9478,2017-07-01,United States,Not Given,2 Seasons,"Classic & Cult TV, Crime TV Shows, TV Dramas",TV-14,1990,Twin Peaks,TV Show,1929174,2359315,430141,North America,Yes
8440,9479,2019-03-15,United States,Buz Wallick,86 min,"Horror Movies, Independent Movies, Thrillers",TV-MA,2018,Twinsanity,Movie,766706,2929035,2162329,North America,Yes
7599,9480,2020-05-15,United Kingdom,Not Given,2 Seasons,"British TV Shows, Kids' TV",TV-Y,2018,Twirlywoos,TV Show,1449042,957964,-491078,Europe,No
4719,9481,2017-01-15,India,Not Given,89 min,"Dramas, International Movies",TV-14,2015,"Twisted Trunk, Big Fat Body",Movie,2836820,3927157,1090337,Asia,Yes
4362,9482,2019-05-01,United Kingdom,Gary Young,80 min,Thrillers,TV-MA,2018,Two Graves,Movie,3006305,2960777,-45528,Europe,No
7691,9483,2021-05-20,India,Milan Luthria,116 min,"Dramas, International Movies, Thrillers",TV-14,2006,Taxi No. 9211,Movie,1388207,5008386,3620179,Asia,Yes
3394,9484,2017-05-02,Canada,Kim Nguyen,95 min,"Dramas, Independent Movies, Romantic Movies",R,2016,Two Lovers and a Bear,Movie,3437446,4298141,860695,North America,Yes
6389,9485,2015-12-01,Australia,"Susan Lambert, Stefan Moore",78 min,"Documentaries, International Movies",TV-14,2015,Tyke Elephant Outlaw,Movie,2071189,3945359,1874170,Oceania,Yes
1077,9486,2019-03-01,United States,James Toback,90 min,"Documentaries, Sports Movies",R,2008,Tyson,Movie,4577253,4407829,-169424,North America,No
5111,9487,2017-03-01,India,Anurag Kashyap,125 min,"Dramas, International Movies, Thrillers",NR,2013,Ugly,Movie,2667284,4903184,2235900,Asia,Yes
7884,9488,2019-02-15,Thailand,Not Given,4 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,2015,Ugly Duckling,TV Show,1272867,2270733,997866,Asia,Yes
5540,9489,2018-04-01,United Kingdom,Benedict Andrews,94 min,"Dramas, International Movies",R,2016,Una,Movie,2475760,4289912,1814152,Europe,Yes
2366,9490,2019-10-01,United States,Paul Feig,90 min,"Children & Family Movies, Comedies",PG,2006,Unaccompanied Minors,Movie,3898037,4822865,924828,North America,Yes
2931,9491,2017-08-21,United States,Michael Mazzola,104 min,Documentaries,TV-MA,2017,Unacknowledged,Movie,3645670,3116548,-529122,North America,No
2187,9492,2017-12-15,United States,Chris Burkard,40 min,"Action & Adventure, Documentaries, Sports Movies",TV-14,2017,Under an Arctic Sky,Movie,3981189,3782623,-198566,North America,No
4655,9493,2018-07-15,Switzerland,Jonathan Glazer,108 min,"Dramas, Independent Movies, International Movies",R,2013,Under The Skin,Movie,2867823,4360814,1492991,Europe,Yes
5928,9494,2021-05-19,United States,David Ayer,109 min,"Action & Adventure, Dramas",R,2014,Sabotage,Movie,2299996,5008981,2708985,North America,Yes
6872,9495,2017-11-01,Canada,Erik Canuel,94 min,"Action & Adventure, Children & Family Movies, Comedies",PG-13,2016,Undercover Grandpa,Movie,1855735,4557695,2701960,North America,Yes
4964,9496,2017-03-31,United States,John Ford,61 min,"Classic Movies, Documentaries",TV-PG,1943,Undercover: How to Operate Behind Enemy Lines,Movie,2730423,2678996,-51427,North America,No
2960,9497,2019-07-22,United Kingdom,Paul Andrew Williams,94 min,"Comedies, Dramas, Independent Movies",PG-13,2012,Unfinished Song,Movie,3629738,4598423,968685,Europe,Yes
513,9498,2019-12-31,Canada,Sanjay Patel,105 min,"Dramas, Independent Movies, International Movies",TV-14,2017,Union Leader,Movie,4994640,3840949,-1153691,North America,No
4161,9499,2019-06-20,Egypt,Sherif Mandour,83 min,"International Movies, Thrillers",TV-14,2011,Unruly Friends,Movie,3099116,4037086,937970,Africa,Yes
2186,9500,2020-01-01,United States,Jason Reitman,110 min,"Comedies, Dramas, Romantic Movies",R,2009,Up in the Air,Movie,3981307,4398484,417177,North America,Yes
3779,9501,2018-01-15,India,Pradeep Verma,121 min,"Dramas, Independent Movies, International Movies",TV-MA,2017,Urvi,Movie,3272554,3175227,-97327,Asia,No
2981,9502,2019-09-01,Egypt,Mohamed Hamdy,95 min,"Action & Adventure, Comedies, International Movies",TV-14,2018,Used Goods,Movie,3620350,3756868,136518,Africa,Yes
6526,9503,2019-09-25,United States,Mario Van Peebles,130 min,Action & Adventure,R,2016,USS Indianapolis: Men of Courage,Movie,2008617,4281680,2273063,North America,Yes
5356,9504,2018-10-01,United States,James McTeigue,132 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",R,2005,V for Vendetta,Movie,2552357,4429298,1876941,North America,Yes
8784,9505,2021-05-19,United States,"Eshom Nelms, Ian Nelms",92 min,Thrillers,R,2017,Small Town Crime,Movie,123094,5008490,4885396,North America,Yes
8613,9506,2016-01-01,United States,Not Given,2 Seasons,Kids' TV,TV-G,1995,V.R. Troopers,TV Show,548140,2073938,1525798,North America,Yes
8189,9507,2019-11-01,United States,Pete Travis,90 min,Action & Adventure,PG-13,2008,Vantage Point,Movie,1015187,4634928,3619741,North America,Yes
480,9508,2017-10-15,India,Ram Gopal Varma,117 min,"Action & Adventure, Dramas, International Movies",TV-14,2016,Veerappan,Movie,5023535,3893160,-1130375,Asia,No
6412,9509,2019-12-31,India,Ashu Trikha,130 min,"Comedies, Dramas, International Movies",TV-14,2018,Veerey Ki Wedding,Movie,2055009,3744831,1689822,Asia,Yes
6365,9510,2017-07-04,United States,Amanda Micheli,78 min,Documentaries,TV-14,2016,Vegas Baby,Movie,2087959,3847337,1759378,North America,Yes
1535,9511,2017-12-12,United Kingdom,Gurinder Chadha,106 min,Dramas,NR,2017,Viceroy's House,Movie,4310171,4867356,557185,Europe,Yes
5824,9512,2017-07-24,United States,Brandon Dickerson,110 min,Dramas,PG-13,2015,Victor,Movie,2349340,4567668,2218328,North America,Yes
1812,9513,2019-02-02,United Kingdom,David L.G. Hughes,91 min,"Action & Adventure, Sci-Fi & Fantasy",R,2018,Viking Destiny,Movie,4160413,4222995,62582,Europe,Yes
4224,9514,2017-03-01,United States,Harvey Lilley,113 min,Documentaries,TV-PG,2016,Vikings Unearthed,Movie,3072376,2575647,-496729,North America,No
3999,9515,2017-09-02,United States,Gary Michael Schultz,101 min,"Dramas, Thrillers",R,2016,Vincent N Roxxy,Movie,3169043,4288698,1119655,North America,Yes
6049,9516,2021-05-19,United States,James Moll,87 min,Documentaries,PG-13,1998,The Last Days,Movie,2237454,5008398,2770944,North America,Yes
711,9517,2018-03-31,Pakistan,Not Given,2 Seasons,Kids' TV,TV-Y7,2013,ViR: The Robot Boy,TV Show,4836675,5196339,359664,Asia,Yes
5235,9518,2018-07-01,India,P.T. Kunju Muhammad,125 min,"Dramas, International Movies",TV-14,2017,Viswasapoorvam Mansoor,Movie,2611064,3821516,1210452,Asia,Yes
334,9519,2017-07-15,India,Ganesh Kadam,116 min,"Dramas, International Movies",TV-14,2014,Vitti Dandu,Movie,5196110,3969516,-1226594,Asia,No
6792,9520,2017-03-10,Turkey,Yılmaz Erdoğan,106 min,"Comedies, Dramas, International Movies",NR,2004,Vizontele Tuuba,Movie,1892004,4917935,3025931,Asia,Yes
1714,9521,2019-12-31,India,Kushal Srivastava,113 min,"Dramas, International Movies, Thrillers",TV-14,2018,Vodka Diaries,Movie,4209921,3749928,-459993,Asia,No
7595,9522,2017-08-01,South Korea,Not Given,3 Seasons,"Kids' TV, Korean TV Shows",TV-Y,2016,Vroomiz,TV Show,1451526,1009317,-442209,Asia,No
7476,9523,2019-06-19,United Kingdom,Ed Lilly,99 min,Dramas,TV-MA,2018,VS.,Movie,1522565,2959304,1436739,Europe,Yes
2549,9524,2017-07-01,Pakistan,Bilal Lashari,130 min,"Action & Adventure, International Movies",TV-MA,2013,Waar,Movie,3817900,3419360,-398540,Asia,No
1311,9525,2017-11-01,India,Param Gill,120 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",TV-14,2016,Waarrior Savitri,Movie,4435228,3888913,-546315,Asia,No
4577,9526,2018-05-01,India,Anu Menon,94 min,"Dramas, International Movies",TV-MA,2015,Waiting,Movie,2906692,3370500,463808,Asia,Yes
8488,9527,2021-05-19,Canada,Not Given,1 Season,Kids' TV,TV-Y,1997,The Magic School Bus,TV Show,718204,1054777,336573,North America,Yes
2696,9528,2020-09-23,United States,Rob McKittrick,94 min,"Comedies, Independent Movies",R,2005,Waiting...,Movie,3749668,4425589,675921,North America,Yes
5090,9529,2018-03-31,Pakistan,Not Given,2 Seasons,"International TV Shows, TV Dramas",TV-14,2017,Wake Up,TV Show,2676837,5196120,2519283,Asia,Yes
7557,9530,2019-03-02,United States,Robin Swicord,109 min,Dramas,R,2016,Wakefield,Movie,1474954,4286555,2811601,North America,Yes
614,9531,2017-12-26,United Kingdom,"Marc Francis, Max Pugh",94 min,Documentaries,TV-PG,2017,Walk with Me,Movie,4900992,2544304,-2356688,Europe,No
3661,9532,2019-10-01,United States,"Alex Smith, Andrew J. Smith",96 min,"Dramas, Independent Movies, Thrillers",PG-13,2017,Walking Out,Movie,3318127,4531647,1213520,North America,Yes
5587,9533,2019-04-01,United States,Philip G. Atwell,103 min,Action & Adventure,R,2007,War,Movie,2453924,4419008,1965084,North America,Yes
4200,9534,2019-03-02,India,Faraz Haider,109 min,"Comedies, Dramas, International Movies",TV-14,2013,War Chhod Na Yaar,Movie,3082594,3997911,915317,Asia,Yes
1124,9535,2019-05-06,United States,Steven Spielberg,147 min,Dramas,PG-13,2011,War Horse,Movie,4548770,4606693,57923,North America,Yes
1211,9536,2019-12-03,United Kingdom,John Michael McDonagh,98 min,"Action & Adventure, Comedies",R,2016,War on Everyone,Movie,4493095,4289084,-204011,Europe,No
703,9537,2019-04-18,Egypt,Hadi El Bagoury,73 min,"Horror Movies, Independent Movies, International Movies",TV-14,2014,Warda,Movie,4845041,3974675,-870366,Africa,No
2901,9538,2021-09-10,Germany,Thomas Sieben,87 min,"International Movies, Thrillers",TV-MA,2021,Prey,Movie,3660748,5875923,2215175,Europe,Yes
2478,9539,2021-05-19,Mexico,Not Given,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,2021,Who Killed Sara?,TV Show,3848646,1370524,-2478122,North America,No
6269,9540,2017-11-01,Mexico,Jack Zagha Kababie,92 min,"Comedies, Dramas, International Movies",TV-14,2015,Warehoused,Movie,2127314,3922321,1795007,North America,Yes
4188,9541,2016-09-15,Poland,Not Given,1 Season,"Docuseries, International TV Shows",TV-MA,2014,Wartime Portraits,TV Show,3088662,1970472,-1118190,Europe,No
7361,9542,2018-02-01,United States,Marina Zenovich,78 min,Documentaries,PG,2017,Water & Power: A California Heist,Movie,1585259,4756530,3171271,North America,Yes
5781,9543,2018-07-25,United States,Tiffanie Hsu,68 min,Documentaries,TV-G,2018,Waterschool,Movie,2366978,3537827,1170849,North America,Yes
8667,9544,2020-01-27,United Kingdom,Max Joseph,96 min,"Dramas, Independent Movies, Music & Musicals",R,2015,We Are Your Friends,Movie,484703,4310562,3825859,Europe,Yes
8571,9545,2019-07-16,United States,Chris Stokes,83 min,Thrillers,TV-14,2018,We Belong Together,Movie,606696,3701795,3095099,North America,Yes
3032,9546,2016-09-01,Spain,David Serrano,91 min,"Comedies, International Movies, Romantic Movies",TV-MA,2016,We Need to Talk,Movie,3597073,3264468,-332605,Europe,No
2606,9547,2019-02-11,United States,Jeremiah Zagar,93 min,"Dramas, Independent Movies",R,2018,We the Animals,Movie,3798146,4216138,417992,North America,Yes
3168,9548,2018-07-01,United States,Greg MacGillivray,38 min,"Documentaries, International Movies",TV-PG,2017,"We, the Marines",Movie,3537840,2542331,-995509,North America,No
213,9549,2017-08-15,United States,Alejandro Agresti,94 min,"Comedies, Dramas, Independent Movies",TV-MA,2015,We're No Animals,Movie,5351513,3327344,-2024169,North America,No
3264,9550,2021-05-18,United States,James Redford,101 min,Documentaries,TV-14,2021,Amy Tan: Unintended Memoir,Movie,3493826,5005798,1511972,North America,Yes
3106,9551,2019-10-01,Poland,Antoni Krauze,91 min,"Dramas, International Movies",TV-MA,1983,Weather forecast,Movie,3565866,3514958,-50908,Europe,No
1744,9552,2014-04-01,United States,Not Given,8 Seasons,"TV Comedies, TV Dramas",TV-MA,2012,Weeds,TV Show,4192518,1989098,-2203420,North America,No
